,xxx
2996,[C:1]([O:2][C:3](=[O:4])[C:5]([C:6]([H:14])([H:15])[H:16])([C:7]([H:17])([H:18])[H:19])[C:8]([H:9])([H:10])[H:24])([H:11])([H:12])[H:13].[C:20]([O:21][C:22](=[C:23]([H:28])[H:29])[H:27])([H:25])[H:26]
2997,[H:9][C:15]([C:13]([O:12][C:11]([H:18])([H:19])[H:20])([C:14]([H:22])([H:23])[H:24])[H:21])([H:16])[H:17].[N:1]([C:2](=[O:3])[C:4](=[C:5][H:10])[H:8])([H:6])[H:7]
2998,[C:15](=[C:16]([c:17]1[c:18]([H:26])[c:19]([H:27])[c:20]([H:28])[c:21]([H:29])[c:22]1[H:30])[H:25])[H:24].[C:1]([C:2]([C:3]([H:4])([O:5][C:6]([H:12])([H:13])[H:14])[H:23])([H:10])[H:11])([H:7])([H:8])[H:9]
2999,[C:1]([C:2]([H:3])([H:4])[O:5][O:6][H:7])([H:8])([H:10])[O:13].[C:9]([H:11])([H:12])=[O:14]
3000,[C:1]([C:2]([H:3])[H:4])([H:5])([H:6])[H:7].[C:8]([C:9](=[C:10]([H:17])[H:18])[C:11](=[O:12])[O:13][H:19])([H:14])([H:15])[H:16]
3001,[C:1]([C:2]([C:3]([H:10])[H:11])([C:4](=[O:5])[O:6][H:12])[C:15]([C:14]([C:13]([H:23])([H:24])[H:25])([H:26])[H:27])([H:16])[c:17]1[c:18]([H:28])[c:19]([H:29])[c:20]([H:30])[c:21]([H:31])[c:22]1[H:32])([H:7])([H:8])[H:9]
3002,[C:16](=[O:17])[C:18](=[C:19]([H:24])[H:25])[C:20]([H:26])([H:27])[H:28].[C:1]([C:2]([C:3]([H:4])([H:5])[O:15][C:14]([H:21])([H:22])[H:23])([C:6](=[O:7])[O:8][H:13])[H:12])([H:9])([H:10])[H:11]
3003,[C:11]([C:12](=[C:13]([H:14])[H:15])[c:16]1[c:17]([H:26])[c:18]([H:27])[c:19]([H:28])[c:20]([H:29])[c:21]1[H:30])([H:22])([H:23])[H:24].[N:1]([C:2]([O:3])([C:4](=[C:5]([H:9])[H:10])[H:8])[H:25])([H:6])[H:7]
3004,[C:1]([C:2]([C:3]([C:5](=[O:6])[N:7]([H:17])[H:18])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10].[C:4]([H:14])([H:15])([H:16])[C:22]([C:20]([C:19]([H:28])([H:29])[H:30])([C:21]([H:31])([H:32])[H:33])[C:25](=[O:26])[O:27][H:34])([H:23])[H:24]
3005,[C:16]([C:17]([C:18]([C:19]([H:26])([H:27])[H:28])[C:20]([H:29])([H:30])[H:31])([H:24])[H:25])([H:21])([H:22])[H:23].[C:1]([C:2]([O:3][C:4](=[O:5])[C:6](=[C:7]([H:14])[H:15])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]
3006,[C:1]([C:2]([C:3]([H:4])[C:19](=[O:20])[H:31])([H:11])[H:12])([H:8])([H:9])[H:10].[C:5](=[O:6])=[O:7].[H:13][N:18]([C:16]([C:15]([C:14]([H:21])([H:22])[H:23])([H:24])[H:25])([C:17]([H:27])([H:28])[H:29])[H:26])[H:30]
3007,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6](=[C:7][H:15])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10].[H:14][C:18]([C:17]([C:16]([H:24])([H:25])[H:26])([N:21]([C:22](=[O:23])[H:29])[H:28])[H:27])([H:19])[H:20]
3008,[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])([C:5]([O:6][C:20]([C:19]([H:23])([H:24])[H:25])([H:21])[H:22])[N:7]([H:17])[H:18])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]
3009,[C:13]([C:14](=[C:15]([H:16])[H:17])[O:18][C:19](=[O:20])[C:21]([H:26])([H:27])[H:28])([H:22])([H:23])[H:24].[C:1]([C:2](=[O:3])[O:4][C:5]([C:6]([H:11])([H:12])[H:25])[H:10])([H:7])([H:8])[H:9]
3010,[C:1]([C:2]([H:3])([H:4])[C:12]([C:10]([O:9][C:8]([H:15])([H:16])[H:17])=[O:11])([C:13]([H:18])[H:19])[C:14]([H:20])([H:21])[H:22])([H:5])([H:6])[H:7]
3011,[C:1]([C:2]([c:3]1[c:4]([H:12])[c:5]([H:13])[c:6]([H:14])[c:7]([H:15])[c:8]1[H:16])[H:11])([H:9])([H:10])[C:19]([C:18]([C:17]([H:24])([H:25])[H:26])([H:27])[H:28])([H:20])[N:21]([C:22](=[O:23])[H:30])[H:29]
3012,[C:11]([C:12]([O:13][C:14](=[O:15])[C:16]([H:17])=[C:18]([C:19]([H:27])([H:28])[H:29])[H:26])([H:23])[H:24])([H:20])([H:21])[H:22].[N:1]([C:2](=[O:3])[C:4]([C:5]([H:9])([H:10])[H:25])[H:8])([H:6])[H:7]
3013,[C:10]([C:11](=[C:12]([H:13])[O:14][C:15](=[O:16])[C:17]([H:23])([H:24])[H:25])[H:21])([H:18])([H:19])[H:20].[O:1]([C:2]([O:3])([C:4](=[C:5]([H:8])[H:9])[H:7])[H:22])[H:6]
3014,[C:1]([O:2][C:3](=[O:4])[C:5]([C:6]([H:11])([H:12])[C:18]([C:17]([C:16]([H:26])([H:27])[H:28])([H:29])[H:30])([H:19])[c:20]1[c:21]([H:31])[c:22]([H:32])[c:23]([H:33])[c:24]([H:34])[c:25]1[H:35])[C:7]([H:13])([H:14])[H:15])([H:8])([H:9])[H:10]
3015,[C:15]([O:16][C:17](=[O:18])[C:19](=[C:20]([H:25])[H:26])[C:21]([H:27])([H:28])[H:29])([H:22])([H:23])[H:24].[C:1]([C:2]([C:3]([H:4])[H:5])([C:6](=[O:7])[N:8]([H:13])[H:14])[H:12])([H:9])([H:10])[H:11]
3016,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]([C:7]([H:17])([H:18])[H:19])([C:8]([H:9])([H:10])[C:22]([C:21]([C:20]([H:27])([H:28])[H:29])([H:30])[H:31])([N:24]([C:25](=[O:26])[H:37])[H:36])[H:32])[H:16])([H:14])[H:15])([H:11])([H:12])[H:13].[C:23]([H:33])([H:34])[H:35]
3017,[C:15]([C:16]([C:17]([C:18]([H:31])([H:32])[H:33])([c:19]1[c:20]([H:34])[c:21]([H:35])[c:22]([H:36])[c:23]([H:37])[c:24]1[H:38])[H:30])([H:28])[H:29])([H:25])[H:26].[C:1]([C:2]([C:3]([H:4])([C:5](=[O:6])[N:7]([H:13])[H:14])[H:27])([H:11])[H:12])([H:8])([H:9])[H:10]
3018,[C:15]([C:16]([C:17]([C:18]([H:31])([H:32])[H:33])([c:19]1[c:20]([H:34])[c:21][c:22]([H:36])[c:23]([H:37])[c:24]1[H:38])[H:30])([H:28])[H:29])([H:25])([H:26])[H:27].[C:1]([C:2]([C:3]([H:4])([C:5](=[O:6])[N:7]([H:13])[H:14])[H:35])([H:11])[H:12])([H:8])([H:9])[H:10]
3019,[N+:1]([C:2]([O-:3])[C:4](=[C:5]([H:9])[H:10])[H:8])([H:6])([H:7])[C:13]([C:12]([C:11]([H:17])([H:18])[H:19])([H:20])[H:21])([H:14])[C:15]([C:16]([H:24])([H:25])[H:26])([H:22])[H:23]
3020,[C:1]([C:2]([C:3]([C:4]([H:13])([H:14])[H:15])([C:5]([C:6]([H:18])([H:19])[H:20])([H:17])[H:23])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9].[H:16][O:22][O:21]
3021,[C:1]([C:2]([C:3]([H:4])([H:5])[C:22]([C:21]([H:26])[H:27])([N:23]([C:24](=[O:25])[H:30])[H:29])[H:28])([c:6]1[c:7]([H:16])[c:8]([H:17])[c:9]([H:18])[c:10]([H:19])[c:11]1[H:20])[H:15])([H:12])([H:13])[H:14]
3022,[C:1]([C:2]=[O:3])([H:7])([H:8])[H:9].[O:4]([C:5](=[C:6]([H:11])[H:12])[H:10])[C:15]([C:14]([C:13]([H:20])([H:21])[H:22])([H:23])[H:24])([H:16])[N:17]([C:18](=[O:19])[H:26])[H:25]
3023,[C:1]([C:2]([C:3]([C:4]([H:12])([H:13])[H:14])([C:6]([H:18])([H:19])[H:20])[C:25]([C:23]([C:22]([C:21]([H:28])([H:29])[H:30])([H:31])[H:32])([C:24]([H:34])([H:35])[H:36])[H:33])([H:26])[H:27])([H:10])[H:11])([H:7])([H:8])[H:9].[C:5]([H:15])([H:16])[H:17]
3024,[C:13]([C:14]([C:15]([H:16])[O:17][C:18]([H:24])([H:25])[H:26])([H:22])[H:23])([H:19])([H:20])[H:21].[C:1]([C:2]([C:3](=[C:4]([H:11])[H:12])[H:10])([H:8])[H:9])([H:5])([H:6])[H:7]
3025,[C:1]([O:2][C:3](=[O:4])[C:5](=[C:6]([H:11])[H:12])[C:7]([H:13])([H:14])[H:15])([H:8])[H:10].[H:9][C:18]([C:17]([C:16]([H:24])([H:25])[H:26])([H:27])[H:28])([H:19])[O:20][C:21](=[O:22])[C:23]([H:29])([H:30])[H:31]
3026,[C:1]([H:11])([H:12])[H:13].[C:25]([C:26](=[C:27]([H:28])[H:29])[N:30]([C:31](=[O:32])[H:38])[H:37])([H:33])([H:34])[H:35].[C:2]([C:3]([C:4]([H:17])([H:18])[H:19])([c:5]1[c:6]([H:20])[c:7]([H:21])[c:8]([H:22])[c:9]([H:23])[c:10]1[H:24])[H:16])([H:14])([H:15])[H:36]
3027,[H:8][C:13]([C:12]([C:11]([H:18])([H:19])[H:20])([H:21])[H:22])([H:14])[N:15]([C:16](=[O:17])[H:24])[H:23].[N:1]([C:2](=[O:3])[C:4]=[C:5]([H:9])[H:10])([H:6])[H:7]
3028,[C:1]([C:2]([C:3]([H:4])([H:5])[C:19]([C:17]([O:16][C:15]([C:14]([H:21])([H:22])[H:23])([H:24])[H:25])=[O:18])([C:20]([H:27])[H:28])[H:26])([C:6](=[O:7])[O:8][H:13])[H:12])([H:9])([H:10])[H:11]
3029,[C:1]([C:2]([H:13])[H:14])([H:10])([H:11])[H:12].[O:3]([C:4](=[O:5])[C:6]([C:7]([H:16])([H:17])[H:18])([C:8]([C:9]([H:21])([H:22])[H:23])([H:19])[H:20])[H:15])[O:24][H:25]
3030,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6](=[C:7]([H:14])[H:15])[H:13])([H:11])[H:12])([H:9])[H:10].[H:8][C:19]([C:17]([C:16]([H:25])([H:26])[H:27])([C:18]([H:28])([H:29])[H:30])[C:22](=[O:23])[O:24][H:31])([H:20])[H:21]
3031,[C:11](=[C:12]([H:13])[H:14])([H:16])[H:17].[N:1]([C:2](=[O:3])[C:4]([C:5]([H:9])([H:10])[H:15])[H:8])([H:6])[H:7]
3032,[C:1]([C:2](=[C:3]([H:10])[H:11])[C:4]([O:5])([O:6][H:12])[C:13]([H:14])([H:15])[H:16])([H:7])([H:8])[H:9]
3033,[C:1](=[C:2]([N:3]([C:4]([O:5][C:13]([C:12]([C:11]([H:18])([H:19])[H:20])([H:21])[H:22])([H:14])[N:15]([C:16](=[O:17])[H:24])[H:23])[H:10])[H:9])[H:8])([H:6])[H:7]
3034,[N:1]([C:2](=[O:3])[C:4]([C:5]([H:9])([H:10])[C:15]([C:13]([C:12]([C:11]([H:18])([H:19])[H:20])([H:21])[H:22])([C:14]([H:24])([H:25])[H:26])[H:23])([H:16])[H:17])[H:8])([H:6])[H:7]
3035,[C:1]([C:2](=[C:3]([C:4]([H:11])([H:12])[H:13])[C:5]([H:14])([H:15])[H:16])[H:10])([H:6])([H:7])[H:8].[H:9][C:20]([N:19]([C:18](=[C:17]([H:22])[H:23])[H:24])[H:25])([O:21])[H:26]
3036,[C:1]([H:7])([H:8])([H:9])[C:23]([C:22]([C:21]([H:32])([H:33])[H:34])([c:26]1[c:27]([H:36])[c:28]([H:37])[c:29]([H:38])[c:30]([H:39])[c:31]1[H:40])[H:35])([H:24])[H:25].[C:2]([C:3]([C:4]([H:12])([H:13])[H:14])([C:5]([H:15])([H:16])[H:17])[C:6]([H:18])([H:19])[H:20])([H:10])[H:11]
3037,[C:1]([H:5])([H:6])([H:7])[O:13][H:14].[C:2]([C:3](=[C:4]([H:11])[H:12])[H:10])([H:8])[H:9]
3038,[C:5]([C:6]([C:7]([H:20])([H:21])[H:22])([c:8]1[c:9]([H:23])[c:10]([H:24])[c:11]([H:25])[c:12]([H:26])[c:13]1[H:27])[H:19])([H:17])[H:18].[O:1]([O:2][C:4]([H:14])([H:15])[H:16])[H:3]
3039,[H:6][O:10][H:11].[O:1][C:2](=[O:3])[C:4](=[C:5]([H:8])[H:9])[H:7]
3040,[C:16](=[O:17])[O:18][C:19](=[C:20]([H:25])[H:26])[H:24].[C:1]([C:2](=[C:3]([H:4])[O:5][C:6]([H:12])([H:13])[H:14])[H:10])([H:7])([H:8])[H:9].[H:11][C:15]([H:21])([H:22])[H:23]
3041,[C:1]([C:2](=[C:3]([C:4]([H:13])([H:14])[H:15])[C:5](=[O:6])[O:7][H:16])[H:12])([H:8])([H:9])[H:10].[H:11][C:22]1([H:30])[C:21]([H:29])[C:20]([H:28])=[C:19]([C:18](=[C:17]([H:25])[H:26])[H:27])[C:24]([H:32])=[C:23]1[H:31]
3042,[C:19]([C:20]([O:21][C:22]([O:23])=[C:24]([H:25])[C:26]([C:27]([H:35])([H:36])[H:37])([H:33])[H:34])([H:31])[H:32])([H:28])([H:29])[H:30].[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])([C:5]([O-:6])=[N+:7]([H:17])[H:18])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]
3043,[C:16]([C:17]([C:18]([C:19]([H:29])([H:30])[H:31])([C:20]([H:21])[H:22])[H:28])([H:26])[H:27])([H:23])([H:24])[H:25].[C:1]([C:2]([O:3][C:4](=[O:5])[C:6](=[C:7]([H:14])[H:15])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]
3044,[C:17]([C:18]([C:19]([C:20]([H:30])([H:31])[H:32])([N:21][C:22](=[O:23])[H:34])[H:29])([H:27])[H:28])([H:24])([H:25])[H:26].[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:5])([H:6])[H:33])[C:7](=[O:8])[O:9][H:16])([H:10])([H:11])[H:12]
3045,[C:13]([C:14]([C:15](=[C:16]([H:25])[H:26])[C:17](=[O:18])[O:19][H:28])([H:23])[H:24])([H:20])([H:21])[H:22].[C:1]([H:7])([H:8])([H:9])[H:27].[C:2](=[C:3]([H:10])[H:11])[C:4](=[O:5])[O:6][H:12]
3046,[C:17]([C:18](=[C:19]([H:20])[H:21])[c:22]1[c:23]([H:32])[c:24]([H:33])[c:25]([H:34])[c:26]([H:35])[c:27]1[H:36])([H:28])([H:29])[H:30].[C:1](=[C:2]([C:3]1=[C:4]([H:12])[C:5]([H:13])[C:6]([H:14])([H:31])[C:7]([H:15])=[C:8]1[H:16])[H:11])([H:9])[H:10]
3047,[C:10]([C:11]([O:12][C:13](=[O:14])[C:15]([C:16]([H:26])([H:27])[H:28])=[C:17]([H:18])[H:19])([H:23])[H:24])([H:20])([H:21])[H:22].[O:1]([C:2]([O:3][H:25])[C:4](=[C:5]([H:8])[H:9])[H:7])[H:6]
3048,[C:1]([C:2]([H:5])([H:6])[O:7][O:8][C:9]([H:10])([C:11]([H:13])[H:14])[H:12])([H:3])([H:4])[H:15]
3049,[H:3][C:6]([C:5]([O:4][H:8])([H:9])[H:10])([S:7][H:13])[H:12].[O:1][O:2][H:11]
3050,[C:12]([C:13]([C:14]([C:15]([H:28])([H:29])[H:30])([c:16]1[c:17]([H:31])[c:18]([H:32])[c:19]([H:33])[c:20]([H:34])[c:21]1[H:35])[H:27])([H:25])[H:26])([H:22])[H:23].[C:1]([C:2]([C:3]([H:9])([H:10])[H:11])([C:4]#[N:5])[H:24])([H:6])([H:7])[H:8]
3051,[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])([C:5]([H:6])([H:7])[C:17]([H:21])([H:22])[H:23])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10].[O:18][C:19](=[C:20]([H:25])[H:26])[H:24]
3052,[C:12]([C:13]([C:14]([C:15]([H:23])([H:24])[H:25])[C:17]([H:29])([H:30])[H:31])([H:21])[H:22])([H:18])([H:19])[H:20].[C:1](=[C:2]([C:3]([H:9])([H:10])[H:11])[C:4]#[N:5])([H:7])[H:8].[H:6][C:16]([H:26])([H:27])[H:28]
3053,[C:1]([O:2][C:3]([C:4]([H:12])([H:13])[H:14])=[C:5]([H:6])[H:7])([H:8])([H:9])[H:10].[H:11][C:19]1([C:17]([C:16]([C:15]([H:25])([H:26])[H:27])([H:28])[H:29])([C:18]([H:31])([H:32])[H:33])[H:30])[C:20]([H:34])[C:21]([H:35])=[C:22]([H:36])[C:23]([H:37])=[C:24]1[H:38]
3054,[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])([C:5]([O:6])([N:7]([H:17])[H:18])[C:24]([C:22]([O:21][C:20]([C:19]([H:28])([H:29])[H:30])([H:31])[H:32])=[O:23])([H:25])[C:26]([C:27]([H:35])([H:36])[H:37])([H:33])[H:34])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]
3055,[C:1]([C:2]([H:3])([H:4])[H:14])([H:5])([H:6])[H:7].[C:8]([C:9](=[O:10])[O:11][C:12](=[C:13]([H:18])[H:19])[H:17])([H:15])[H:16]
3056,[C:15](=[C:16]([c:17]1[c:18]([H:26])[c:19]([H:27])[c:20]([H:28])[c:21]([H:29])[c:22]1[H:30])[H:25])([H:23])[H:24].[C:1]([C:2]1([H:12])[C:3]([H:4])([H:5])[O:7][C:6]1[N:8]([H:13])[H:14])([H:9])([H:10])[H:11]
3057,[C:1]([C:2]([C:3]([H:8])([H:9])[C:15]([C:14]([C:13]([H:21])([H:22])[H:23])([N:18]([C:19](=[O:20])[H:26])[H:25])[H:24])([H:16])[H:17])[C:4]([H:10])([H:11])[H:12])([H:5])([H:6])[H:7]
3058,[C:1]([C:2]([C:3]([H:4])=[C:5]([O:6][H:22])[O:7][H:13])[H:11])([H:8])([H:9])[H:10].[H:12][O:18][C:17](=[N:16][C:15](=[C:14]([H:19])[H:20])[H:21])[H:23]
3059,[C:1](=[C:2]([C:3]([H:9])([H:10])[H:11])[C:4]#[N:5])([H:7])[H:8].[H:6][C:15]1([H:23])[C:14]([C:13](=[C:12]([H:20])[H:21])[H:22])[C:19]([H:27])=[C:18]([H:26])[C:17]([H:25])=[C:16]1[H:24]
3060,[C:1]([C:2](=[C:3]([H:10])[H:11])[C:4]=[O:5])([H:7])([H:8])[H:9].[O:6]([H:12])[C:15]([C:14]([C:13]([H:22])([H:23])[H:24])([O:18][C:19](=[O:20])[C:21]([H:26])([H:27])[H:28])[H:25])([H:16])[H:17]
3061,[C:13]([C:14](=[C:15]([H:16])[O:17][C:18]([H:24])([H:25])[H:26])[H:22])([H:19])([H:20])[H:21].[C:1]([C:2]([C:3]([H:8])[H:9])([C:4]([H:10])([H:11])[H:12])[H:23])([H:5])([H:6])[H:7]
3062,[C:1]([H:2])([H:3])([H:4])[C:7]1([C:6](=[C:5]([H:13])[H:14])[H:15])[C:8]([H:16])[C:9]([H:17])=[C:10]([H:18])[C:11]([H:19])=[C:12]1[H:20]
3063,[C:10]([C:11]([O:12][C:13](=[O:14])[C:15]([C:16]([H:26])([H:27])[H:28])([C:17]([H:18])[H:19])[H:25])([H:23])[H:24])([H:20])([H:21])[H:22].[O:1]([C:2](=[O:3])[C:4](=[C:5]([H:8])[H:9])[H:7])[H:6]
3064,[C:17]([C:18]([H:31])([H:32])[H:33])([c:19]1[c:20]([H:34])[c:21]([H:35])[c:22]([H:36])[c:23]([H:37])[c:24]1[H:38])[H:30].[C:1]([C:2]([C:3]([H:4])([C:5](=[O:6])[N:7]([H:13])[H:14])[C:16]([C:15]([H:25])([H:26])[H:27])([H:28])[H:29])([H:11])[H:12])([H:8])([H:9])[H:10]
3065,[C:16]([C:17](=[C:18]([C:19]([H:29])([H:30])[H:31])[C:20](=[O:21])[O:22][C:23]([H:32])([H:33])[H:34])[H:27])([H:24])([H:25])[H:26].[C:1]([H:8])([H:9])([H:10])[H:28].[C:2]([O:3][C:4](=[O:5])[C:6](=[C:7]([H:14])[H:15])[H:13])([H:11])[H:12]
3066,[C:1]([C:2]([H:11])([H:12])[C:24]([C:22]([O:21][C:20]([C:19]([H:28])([H:29])[H:30])([H:31])[H:32])=[O:23])([H:25])[C:26]([C:27]([H:35])([H:36])[H:37])([H:33])[H:34])([H:8])([H:9])[H:10].[C:3]([C:4]([H:14])([H:15])[H:16])([C:5](=[O:6])[N:7]([H:17])[H:18])[H:13]
3067,[C:11]([C:12]([O:13][C:14](=[O:15])[C:16]([H:17])=[C:18]([C:19]([H:27])([H:28])[H:29])[H:26])([H:23])[H:24])([H:20])([H:21])[H:22].[N:1]([C:2]([O:3])([C:4](=[C:5]([H:9])[H:10])[H:8])[H:25])([H:6])[H:7]
3068,[C:13]([C:14](=[C:15]([H:16])[O:17][C:18](=[O:19])[C:20]([H:26])([H:27])[H:28])[H:24])([H:21])([H:22])[H:23].[C:1]([C:2]([C:3]([H:10])[H:11])([C:4](=[O:5])[O:6][H:12])[H:25])([H:7])([H:8])[H:9]
3069,[N:1]([C:2]([O:3][C:13]([C:12]([C:11]([H:17])([H:18])[H:19])([H:20])[H:21])([H:14])[C:15]([C:16]([H:24])([H:25])[H:26])([H:22])[H:23])[C:4](=[C:5]([H:9])[H:10])[H:8])([H:6])[H:7]
3070,[C:16]([C:17]([O:18][C:19](=[O:20])[C:21]([C:22]([H:32])([H:33])[H:34])=[C:23]([H:24])[H:25])([H:29])[H:30])([H:26])([H:27])[H:28].[C:1]([C:2]([O:3][C:4]([O:5])([C:6](=[C:7]([H:14])[H:15])[H:13])[H:31])([H:11])[H:12])([H:8])([H:9])[H:10]
3071,[C:1]([C:2]([C:3]([H:4])([H:5])[C:16]([C:15]([H:23])[H:24])([c:17]1[c:18]([H:26])[c:19]([H:27])[c:20]([H:28])[c:21]([H:29])[c:22]1[H:30])[H:25])([C:6](=[O:7])[N:8]([H:13])[H:14])[H:12])([H:9])([H:10])[H:11]
3072,[C:1]([H:7])([H:8])[H:9].[C:2]([C:3]([C:4]([H:12])([H:13])[H:14])([C:5]([H:15])([H:16])[H:17])[C:6]([H:18])([H:19])[H:20])([H:10])([H:11])[C:21]([H:22])([H:23])[H:24]
3073,[C:1]([C:2]([C:3]([H:4])([H:5])[C:17]([C:16]([O:15][C:14]([H:18])([H:19])[H:20])[H:21])([H:22])[H:23])([C:6](=[O:7])[O:8][H:13])[H:12])([H:9])([H:10])[H:11]
3074,[C:17]([H:27])([H:28])[H:29].[C:1]([C:2]([C:3]([H:4])([C:5](=[O:6])[O:7][H:13])[C:16]([C:15]([C:14]([H:21])([H:22])[H:23])([H:24])[H:25])([N:18]([C:19](=[O:20])[H:31])[H:30])[H:26])([H:11])[H:12])([H:8])([H:9])[H:10]
3075,[C:13]([C:14]([C:15]([C:16]([H:26])([H:27])[H:28])[C:17](=[O:18])[O:19][C:20]([H:29])([H:30])[H:31])([H:24])[H:25])([H:21])([H:22])[H:23].[C:1]([C:2]([C:3](=[C:4]([H:11])[H:12])[H:10])([H:8])[H:9])([H:5])([H:6])[H:7]
3076,[C:1]([C:2]([C:3]([H:4])([c:5]1[c:6]([H:16])[c:7]([H:17])[c:8]([H:18])[c:9]([H:19])[c:10]1[H:20])[C:22](=[O:23])[O:24][C:25](=[C:26]([H:31])[H:32])[H:30])([H:14])[H:15])([H:11])([H:12])[H:13].[C:21]([H:27])([H:28])[H:29]
3077,[C:4]([C:5](=[C:6]([H:13])[H:14])[C:7](=[O:8])[O:9][H:15])([H:10])([H:11])[H:12].[O:1]([O:2])[H:3]
3078,[C:16]([C:17]([O:18][C:19](=[O:20])[C:21]([H:22])=[C:23]([C:24]([H:32])([H:33])[H:34])[H:31])([H:28])[H:29])([H:25])([H:26])[H:27].[C:1]([H:8])([H:9])([H:10])[H:30].[C:2]([O:3][C:4](=[O:5])[C:6](=[C:7]([H:14])[H:15])[H:13])([H:11])[H:12]
3079,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]([H:7])[C:8]([C:9]([H:17])([H:18])[H:19])([H:15])[H:16])([H:13])[H:14])([H:10])([H:11])[H:12].[C:20]([C:21]([C:22]([C:23]([H:33])([H:34])[H:35])([N:24]([C:25](=[O:26])[H:37])[H:36])[H:32])([H:30])[H:31])([H:27])([H:28])[H:29]
3080,[C:1]([C:2]([C:3]([C:5]([C:6]([H:18])([H:19])[H:20])([H:16])[H:17])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9].[C:4]([H:13])([H:14])([H:15])[O:22][O:21][H:23]
3081,[C:1]([C:2]([C:3]([C:5]([H:18])([H:19])[H:20])([C:6](=[O:7])[O:8][C:9]([H:21])([H:22])[H:23])[C:24]([H:25])([H:26])[H:27])([H:13])[H:14])([H:10])([H:11])[H:12].[C:4]([H:15])([H:16])[H:17]
3082,[C:3]([C:4]([C:5]([C:6]([H:17])([H:18])[H:19])([O:7][C:8](=[O:9])[C:10]([H:20])([H:21])[H:22])[H:16])([H:14])[H:15])([H:11])[H:12].[O:1]([H:2])[H:13]
3083,[C:1]([H:2])([H:3])([H:4])[C:10]([N:9]([C:7]([C:6]([C:5]([H:12])([H:13])[H:14])([H:15])[H:16])([C:8]([H:18])([H:19])[H:20])[H:17])[H:21])([O:11])[H:22]
3084,[C:1]([C:2](=[C:3]([H:4])[H:5])[C:6](=[O:7])[O:8][H:13])([H:9])([H:10])[H:11].[H:12][C:15]([C:14]([H:20])([H:21])[H:22])([O:16])[O:17][C:18](=[C:19]([H:24])[H:25])[H:23]
3085,[H:8][C:12]([C:11]([H:15])([H:16])[H:17])([H:13])[H:14].[N:1]([C:2](=[O:3])[C:4]=[C:5]([H:9])[H:10])([H:6])[H:7]
3086,[O:1]([C:2](=[O:3])[C:4]([C:5]([H:8])([H:9])[C:12]([C:11]([C:10]([H:17])([H:18])[H:19])([H:20])[H:21])([C:13]([H:22])([H:23])[H:24])[C:14](=[O:15])[O:16][H:25])[H:7])[H:6]
3087,[C:1]([C:2]([C:3]([H:4])([C:5](=[O:6])[O:7][H:13])[N+:14]([C:15]([O-:16])[C:17](=[C:18]([H:22])[H:23])[H:21])([H:19])[H:20])([H:11])[H:12])([H:8])([H:9])[H:10]
3088,[C:1]([O:2][C:3](=[O:4])[C:5]([C:6]([H:11])[H:12])([C:7]([H:13])([H:14])[H:15])[C:18]([C:17]([C:16]([H:24])([H:25])[H:26])([N:21]([C:22](=[O:23])[H:29])[H:28])[H:27])([H:19])[H:20])([H:8])([H:9])[H:10]
3089,[C:16]([C:17]([C:18]([H:28])([H:29])[H:30])([N:19]([C:20](=[O:21])[H:32])[H:31])[H:27])([H:25])[H:26].[C:1]([C:2]([C:3]([H:4])([O:5][C:6]([H:12])([H:13])[H:14])[C:15]([H:22])([H:23])[H:24])([H:10])[H:11])([H:7])([H:8])[H:9]
3090,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]([C:7]([H:16])([H:17])[H:18])([C:8]([H:19])[H:20])[H:15])([H:13])[H:14])([H:10])([H:11])[H:12].[C:9]([H:21])([H:22])([H:23])[O:24][H:25]
3091,[C:1](=[C:2]([H:3])[H:4])([H:6])[H:7].[H:5][C:11]([C:10]([O:9][C:8]([H:12])([H:13])[H:14])[H:15])([H:16])[H:17]
3092,[C:1]([H:8])([H:9])[H:10].[C:2]([O:3][C:4](=[O:5])[C:6](=[C:7]([H:14])[H:15])[H:13])([H:11])([H:12])[C:18]([C:17]([C:16]([H:23])([H:24])[H:25])([H:26])[H:27])([H:19])[N:20]([C:21](=[O:22])[H:29])[H:28]
