rxn_smiles,ea
[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[n:7][c:8]([H:20])[c:32]([H:33])[n+:9]1[H:21])([H:10])([H:11])[H:12].[C:22]([C:23]([F:24])([F:25])[F:26])([H:29])([H:30])[C:31]([H:27])[H:28]>>[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[n:7][c:8]([H:20])[c:32]([C:31]([C:22]([C:23]([F:24])([F:25])[F:26])([H:29])[H:30])([H:27])[H:28])[n+:9]1[H:21])([H:10])([H:11])[H:12].[H:33],14.1
[C:15]([H:18])([H:19])([H:20])[C:21]([H:16])[H:17].[C:1]([O:2][c:3]1[c:7]([H:14])[c:6]([H:13])[n+:5]([H:12])[c:4]([H:11])[c:22]1[H:23])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:7]([H:14])[c:6]([H:13])[n+:5]([H:12])[c:4]([H:11])[c:22]1[C:21]([C:15]([H:18])([H:19])[H:20])([H:16])[H:17])([H:8])([H:9])[H:10].[H:23],17.6
[C:1]([O:2][c:3]1[s:6][n:5][c:4]([H:10])[c:15]1[H:16])([H:7])([H:8])[H:9].[F:11][C:14]([H:12])[H:13]>>[C:1]([O:2][c:3]1[s:6][n:5][c:4]([H:10])[c:15]1[C:14]([F:11])([H:12])[H:13])([H:7])([H:8])[H:9].[H:16],15.2
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:8]([H:19])[o:7][c:6]([H:18])[c:24]1[H:25])([H:9])([H:10])[H:11].[F:20][C:23]([H:21])[H:22]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:8]([H:19])[o:7][c:6]([H:18])[c:24]1[C:23]([F:20])([H:21])[H:22])([H:9])([H:10])[H:11].[H:25],20.3
[C:14]([H:17])([H:18])([H:19])[C:26]([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25].[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:27]([H:28])[n+:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:27]([C:26]([C:14]([H:17])([H:18])[H:19])([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25])[n+:7]1[H:13])([H:8])([H:9])[H:10].[H:28],11.7
[C:11]([C:12]([F:13])([F:14])[F:15])([H:18])([H:19])[C:20]([H:16])[H:17].[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:21]([H:22])[n+:7]([H:10])[s:8]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:21]([C:20]([C:11]([C:12]([F:13])([F:14])[F:15])([H:18])[H:19])([H:16])[H:17])[n+:7]([H:10])[s:8]1.[H:22],12.5
[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:6]([H:13])[c:18]([H:19])[n:7]1)([H:8])([H:9])[H:10].[H:14][C:17]([H:15])[H:16]>>[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:6]([H:13])[c:18]([C:17]([H:14])([H:15])[H:16])[n:7]1)([H:8])([H:9])[H:10].[H:19],13.7
[C:13]([C:14]([F:15])([F:16])[F:17])([H:20])([H:21])[C:22]([H:18])[H:19].[C:1]([O:2][c:3]1[c:4]([H:10])[c:23]([H:24])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:23]([C:22]([C:13]([C:14]([F:15])([F:16])[F:17])([H:20])[H:21])([H:18])[H:19])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9].[H:24],14.3
[F:10][C:13]([F:11])[H:12].[F:1][C:2]([F:3])([F:4])[c:5]1[n:8][o:7][c:6]([H:9])[c:14]1[H:15]>>[F:1][C:2]([F:3])([F:4])[c:5]1[n:8][o:7][c:6]([H:9])[c:14]1[C:13]([F:10])([F:11])[H:12].[H:15],17.2
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n:8][c:7]([H:18])[o:6][c:23]1[H:24])([H:9])([H:10])[H:11].[H:19][C:22]([H:20])[H:21]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n:8][c:7]([H:18])[o:6][c:23]1[C:22]([H:19])([H:20])[H:21])([H:9])([H:10])[H:11].[H:24],13.5
[C:14]([H:18])([H:19])([H:20])[C:24]([C:15]([H:21])([H:22])[H:23])[C:16]#[N:17].[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:25]([H:26])[n:6][c:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:25]([C:24]([C:14]([H:18])([H:19])[H:20])([C:15]([H:21])([H:22])[H:23])[C:16]#[N:17])[n:6][c:7]1[H:13])([H:8])([H:9])[H:10].[H:26],22.0
[C:14]([H:17])([H:18])([H:19])[C:26]([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25].[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:27]([H:28])[n+:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:27]([C:26]([C:14]([H:17])([H:18])[H:19])([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25])[n+:7]1[H:13])([H:8])([H:9])[H:10].[H:28],17.1
[C:14]([H:17])([H:18])([H:19])[C:20]([F:15])[F:16].[C:1]([O:2][c:3]1[c:7]([H:13])[c:6]([H:12])[n:5][c:4]([H:11])[c:21]1[H:22])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:7]([H:13])[c:6]([H:12])[n:5][c:4]([H:11])[c:21]1[C:20]([C:14]([H:17])([H:18])[H:19])([F:15])[F:16])([H:8])([H:9])[H:10].[H:22],10.8
[C:1]([O:2][c:3]1[c:4]([H:10])[n:5][c:22]([H:23])[s:6]1)([H:7])([H:8])[H:9].[c:11]1([H:16])[c:12]([H:17])[c:13]([H:18])[c:14]([H:19])[c:15]([H:20])[c:21]1>>[C:1]([O:2][c:3]1[c:4]([H:10])[n:5][c:22](-[c:21]2[c:11]([H:16])[c:12]([H:17])[c:13]([H:18])[c:14]([H:19])[c:15]2[H:20])[s:6]1)([H:7])([H:8])[H:9].[H:23],11.4
[C:1]([O:2][c:3]1[n:7][c:6]([H:12])[c:5]([H:11])[n:4][c:23]1[H:24])([H:8])([H:9])[H:10].[c:13]1([H:18])[c:14]([H:19])[n:15][c:16]([H:20])[c:17]([H:21])[c:22]1>>[C:1]([O:2][c:3]1[n:7][c:6]([H:12])[c:5]([H:11])[n:4][c:23]1-[c:22]1[c:13]([H:18])[c:14]([H:19])[n:15][c:16]([H:20])[c:17]1[H:21])([H:8])([H:9])[H:10].[H:24],10.8
[C:1]([O:2][c:3]1[c:4]([H:10])[c:22]([H:23])[n+:5]([H:11])[o:6]1)([H:7])([H:8])[H:9].[c:12]1([H:17])[c:13]([H:18])[n:14][c:15]([H:19])[c:16]([H:20])[c:21]1>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:22](-[c:21]2[c:12]([H:17])[c:13]([H:18])[n:14][c:15]([H:19])[c:16]2[H:20])[n+:5]([H:11])[o:6]1)([H:7])([H:8])[H:9].[H:23],12.5
[C:1]([O:2][c:3]1[n:6][c:5]([H:10])[o:4][c:15]1[H:16])([H:7])([H:8])[H:9].[H:11][C:14]([H:12])[H:13]>>[C:1]([O:2][c:3]1[n:6][c:5]([H:10])[o:4][c:15]1[C:14]([H:11])([H:12])[H:13])([H:7])([H:8])[H:9].[H:16],13.5
[C:13]([H:17])([H:18])([H:19])[C:23]([C:14]([H:20])([H:21])[H:22])[C:15]#[N:16].[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:24]([H:25])[n:7]1)([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:24]([C:23]([C:13]([H:17])([H:18])[H:19])([C:14]([H:20])([H:21])[H:22])[C:15]#[N:16])[n:7]1)([H:8])([H:9])[H:10].[H:25],11.4
[C:13]([C:14]([F:15])([F:16])[F:17])([H:20])([H:21])[C:22]([H:18])[H:19].[C:1]([O:2][c:3]1[c:4]([H:10])[c:23]([H:24])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:23]([C:22]([C:13]([C:14]([F:15])([F:16])[F:17])([H:20])[H:21])([H:18])[H:19])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9].[H:24],17.0
[C:1]([O:2][c:3]1[n:7][c:6]([H:12])[c:5]([H:11])[n:4][c:23]1[H:24])([H:8])([H:9])[H:10].[c:13]1([H:18])[c:14]([H:19])[n:15][c:16]([H:20])[c:17]([H:21])[c:22]1>>[C:1]([O:2][c:3]1[n:7][c:6]([H:12])[c:5]([H:11])[n:4][c:23]1-[c:22]1[c:13]([H:18])[c:14]([H:19])[n:15][c:16]([H:20])[c:17]1[H:21])([H:8])([H:9])[H:10].[H:24],13.3
[C:1]([O:2][c:3]1[c:4]([H:10])[n:5][n:6]([H:11])[c:16]1[H:17])([H:7])([H:8])[H:9].[F:12][C:15]([H:13])[H:14]>>[C:1]([O:2][c:3]1[c:4]([H:10])[n:5][n:6]([H:11])[c:16]1[C:15]([F:12])([H:13])[H:14])([H:7])([H:8])[H:9].[H:17],16.9
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[n:7][o:8][c:23]1[H:24])([H:9])([H:10])[H:11].[H:19][C:22]([H:20])[H:21]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[n:7][o:8][c:23]1[C:22]([H:19])([H:20])[H:21])([H:9])([H:10])[H:11].[H:24],13.3
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[c:31]([H:32])[n:7]([H:19])[n+:8]1[H:20])([H:9])([H:10])[H:11].[C:21]([C:22]([F:23])([F:24])[F:25])([H:28])([H:29])[C:30]([H:26])[H:27]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[c:31]([C:30]([C:21]([C:22]([F:23])([F:24])[F:25])([H:28])[H:29])([H:26])[H:27])[n:7]([H:19])[n+:8]1[H:20])([H:9])([H:10])[H:11].[H:32],18.8
[C:12]([C:13]([F:14])([F:15])[F:16])([H:19])([H:20])[C:21]([H:17])[H:18].[C:1]([O:2][c:3]1[s:6][c:5]([H:11])[c:4]([H:10])[c:22]1[H:23])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[s:6][c:5]([H:11])[c:4]([H:10])[c:22]1[C:21]([C:12]([C:13]([F:14])([F:15])[F:16])([H:19])[H:20])([H:17])[H:18])([H:7])([H:8])[H:9].[H:23],15.6
[C:13]([C:14]([F:15])([F:16])[F:17])([H:20])([H:21])[C:22]([H:18])[H:19].[C:1]([O:2][c:3]1[c:4]([H:10])[c:23]([H:24])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:23]([C:22]([C:13]([C:14]([F:15])([F:16])[F:17])([H:20])[H:21])([H:18])[H:19])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9].[H:24],17.5
[C:1]([O:2][c:3]1[c:4]([H:10])[c:15]([H:16])[o:5][n:6]1)([H:7])([H:8])[H:9].[H:11][C:14]([H:12])[H:13]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:15]([C:14]([H:11])([H:12])[H:13])[o:5][n:6]1)([H:7])([H:8])[H:9].[H:16],14.1
[C:11]([F:12])([F:13])([F:14])[C:17]([H:15])[H:16].[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[n+:7]([H:10])[c:18]([H:19])[o:8]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[n+:7]([H:10])[c:18]([C:17]([C:11]([F:12])([F:13])[F:14])([H:15])[H:16])[o:8]1.[H:19],15.0
[C:11]([F:12])([F:13])([F:14])[C:17]([H:15])[H:16].[C:1]([O:2][c:3]1[c:4]([H:10])[n:5][o:6][c:18]1[H:19])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[n:5][o:6][c:18]1[C:17]([C:11]([F:12])([F:13])[F:14])([H:15])[H:16])([H:7])([H:8])[H:9].[H:19],17.0
[C:1]([O:2][c:3]1[c:4]([H:10])[c:16]([H:17])[n+:5]([H:11])[s:6]1)([H:7])([H:8])[H:9].[F:12][C:15]([F:13])[F:14]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:16]([C:15]([F:12])([F:13])[F:14])[n+:5]([H:11])[s:6]1)([H:7])([H:8])[H:9].[H:17],12.0
[C:1]([O:2][c:3]1[o:6][n:5][c:4]([H:10])[c:15]1[H:16])([H:7])([H:8])[H:9].[F:11][C:14]([F:12])[F:13]>>[C:1]([O:2][c:3]1[o:6][n:5][c:4]([H:10])[c:15]1[C:14]([F:11])([F:12])[F:13])([H:7])([H:8])[H:9].[H:16],16.9
[C:1]([O:2][c:3]1[n+:6]([H:11])[c:5]([H:10])[s:4][c:16]1[H:17])([H:7])([H:8])[H:9].[H:12][C:15]([H:13])[H:14]>>[C:1]([O:2][c:3]1[n+:6]([H:11])[c:5]([H:10])[s:4][c:16]1[C:15]([H:12])([H:13])[H:14])([H:7])([H:8])[H:9].[H:17],12.9
[C:12]([H:16])([H:17])([H:18])[C:22]([C:13]([H:19])([H:20])[H:21])[C:14]#[N:15].[C:1]([O:2][c:3]1[n+:6]([H:11])[c:5]([H:10])[o:4][c:23]1[H:24])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[n+:6]([H:11])[c:5]([H:10])[o:4][c:23]1[C:22]([C:12]([H:16])([H:17])[H:18])([C:13]([H:19])([H:20])[H:21])[C:14]#[N:15])([H:7])([H:8])[H:9].[H:24],21.1
[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[c:7]([H:20])[c:26]([H:27])[c:8]([H:21])[n:9]1)([H:10])([H:11])[H:12].[H:22][C:25]([H:23])[H:24]>>[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[c:7]([H:20])[c:26]([C:25]([H:22])([H:23])[H:24])[c:8]([H:21])[n:9]1)([H:10])([H:11])[H:12].[H:27],17.8
[C:12]([H:16])([H:17])([H:18])[C:22]([C:13]([H:19])([H:20])[H:21])[C:14]#[N:15].[C:1]([O:2][c:3]1[n+:6]([H:11])[c:5]([H:10])[s:4][c:23]1[H:24])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[n+:6]([H:11])[c:5]([H:10])[s:4][c:23]1[C:22]([C:12]([H:16])([H:17])[H:18])([C:13]([H:19])([H:20])[H:21])[C:14]#[N:15])([H:7])([H:8])[H:9].[H:24],21.3
[C:1]([O:2][c:3]1[s:6][c:5]([H:10])[n:4][c:15]1[H:16])([H:7])([H:8])[H:9].[F:11][C:14]([H:12])[H:13]>>[C:1]([O:2][c:3]1[s:6][c:5]([H:10])[n:4][c:15]1[C:14]([F:11])([H:12])[H:13])([H:7])([H:8])[H:9].[H:16],19.7
[C:1]([O:2][c:3]1[c:4]([H:11])[c:18]([H:19])[c:5]([H:12])[c:6]([H:13])[n:7]1)([H:8])([H:9])[H:10].[F:14][C:17]([H:15])[H:16]>>[C:1]([O:2][c:3]1[c:4]([H:11])[c:18]([C:17]([F:14])([H:15])[H:16])[c:5]([H:12])[c:6]([H:13])[n:7]1)([H:8])([H:9])[H:10].[H:19],20.5
[C:1]([O:2][c:3]1[n:6][c:5]([H:11])[n:4]([H:10])[c:16]1[H:17])([H:7])([H:8])[H:9].[F:12][C:15]([F:13])[F:14]>>[C:1]([O:2][c:3]1[n:6][c:5]([H:11])[n:4]([H:10])[c:16]1[C:15]([F:12])([F:13])[F:14])([H:7])([H:8])[H:9].[H:17],5.6
[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[c:7]([H:20])[c:27]([H:28])[c:8]([H:21])[n+:9]1[H:22])([H:10])([H:11])[H:12].[H:23][C:26]([H:24])[H:25]>>[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[c:7]([H:20])[c:27]([C:26]([H:23])([H:24])[H:25])[c:8]([H:21])[n+:9]1[H:22])([H:10])([H:11])[H:12].[H:28],16.5
[C:14]([H:17])([H:18])([H:19])[C:20]([H:15])[H:16].[C:1]([O:2][c:3]1[n+:7]([H:13])[c:6]([H:12])[c:5]([H:11])[n:4][c:21]1[H:22])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[n+:7]([H:13])[c:6]([H:12])[c:5]([H:11])[n:4][c:21]1[C:20]([C:14]([H:17])([H:18])[H:19])([H:15])[H:16])([H:8])([H:9])[H:10].[H:22],10.5
[C:12]([H:15])([H:16])([H:17])[C:18]([F:13])[F:14].[C:1]([O:2][c:3]1[c:4]([H:10])[n+:5]([H:11])[o:6][c:19]1[H:20])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[n+:5]([H:11])[o:6][c:19]1[C:18]([C:12]([H:15])([H:16])[H:17])([F:13])[F:14])([H:7])([H:8])[H:9].[H:20],9.5
[C:1]([O:2][c:3]1[o:6][c:5]([H:10])[n:4][c:15]1[H:16])([H:7])([H:8])[H:9].[F:11][C:14]([H:12])[H:13]>>[C:1]([O:2][c:3]1[o:6][c:5]([H:10])[n:4][c:15]1[C:14]([F:11])([H:12])[H:13])([H:7])([H:8])[H:9].[H:16],19.0
[C:1]([O:2][c:3]1[c:4]([H:11])[c:19]([H:20])[c:5]([H:12])[n+:6]([H:13])[c:7]1[H:14])([H:8])([H:9])[H:10].[F:15][C:18]([F:16])[F:17]>>[C:1]([O:2][c:3]1[c:4]([H:11])[c:19]([C:18]([F:15])([F:16])[F:17])[c:5]([H:12])[n+:6]([H:13])[c:7]1[H:14])([H:8])([H:9])[H:10].[H:20],14.1
[C:12]([H:14])([H:15])([H:16])[C:21]([C:13]([H:18])([H:19])[H:20])[H:17].[C:1]([O:2][c:3]1[o:6][c:5]([H:11])[n+:4]([H:10])[c:22]1[H:23])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[o:6][c:5]([H:11])[n+:4]([H:10])[c:22]1[C:21]([C:12]([H:14])([H:15])[H:16])([C:13]([H:18])([H:19])[H:20])[H:17])([H:7])([H:8])[H:9].[H:23],7.7
[C:1]([O:2][c:3]1[s:6][n:5][c:4]([H:10])[c:15]1[H:16])([H:7])([H:8])[H:9].[F:11][C:14]([F:12])[H:13]>>[C:1]([O:2][c:3]1[s:6][n:5][c:4]([H:10])[c:15]1[C:14]([F:11])([F:12])[H:13])([H:7])([H:8])[H:9].[H:16],10.8
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[n+:7]([H:19])[s:8][c:27]1[H:28])([H:9])([H:10])[H:11].[C:20]([H:23])([H:24])([H:25])[C:26]([H:21])[H:22]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[n+:7]([H:19])[s:8][c:27]1[C:26]([C:20]([H:23])([H:24])[H:25])([H:21])[H:22])([H:9])([H:10])[H:11].[H:28],12.1
[C:13]([H:16])([H:17])([H:18])[C:25]([C:14]([H:19])([H:20])[H:21])[C:15]([H:22])([H:23])[H:24].[C:1]([O:2][c:3]1[c:4]([H:10])[c:26]([H:27])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:26]([C:25]([C:13]([H:16])([H:17])[H:18])([C:14]([H:19])([H:20])[H:21])[C:15]([H:22])([H:23])[H:24])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9].[H:27],18.0
[C:1]([O:2][c:3]1[n:7][c:6]([H:12])[c:5]([H:11])[n:4][c:23]1[H:24])([H:8])([H:9])[H:10].[c:13]1([H:18])[c:14]([H:19])[n:15][c:16]([H:20])[c:17]([H:21])[c:22]1>>[C:1]([O:2][c:3]1[n:7][c:6]([H:12])[c:5]([H:11])[n:4][c:23]1-[c:22]1[c:13]([H:18])[c:14]([H:19])[n:15][c:16]([H:20])[c:17]1[H:21])([H:8])([H:9])[H:10].[H:24],19.7
[C:13]([C:14]([F:15])([F:16])[F:17])([H:20])([H:21])[C:22]([H:18])[H:19].[C:1]([O:2][c:3]1[c:4]([H:10])[c:5]([H:11])[n:6]([H:12])[c:23]1[H:24])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:5]([H:11])[n:6]([H:12])[c:23]1[C:22]([C:13]([C:14]([F:15])([F:16])[F:17])([H:20])[H:21])([H:18])[H:19])([H:7])([H:8])[H:9].[H:24],20.9
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n+:6]([H:18])[c:7]([H:19])[c:27]([H:28])[s:8]1)([H:9])([H:10])[H:11].[C:20]([H:23])([H:24])([H:25])[C:26]([H:21])[H:22]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n+:6]([H:18])[c:7]([H:19])[c:27]([C:26]([C:20]([H:23])([H:24])[H:25])([H:21])[H:22])[s:8]1)([H:9])([H:10])[H:11].[H:28],16.6
[C:11]([H:14])([H:15])([H:16])[C:17]([H:12])[H:13].[F:1][C:2]([F:3])([F:4])[c:5]1[c:8]([H:10])[n:7]([H:9])[n:6][c:18]1[H:19]>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:8]([H:10])[n:7]([H:9])[n:6][c:18]1[C:17]([C:11]([H:14])([H:15])[H:16])([H:12])[H:13].[H:19],21.6
[F:10][C:13]([F:11])[H:12].[F:1][C:2]([F:3])([F:4])[c:5]1[n:8][s:7][c:6]([H:9])[c:14]1[H:15]>>[F:1][C:2]([F:3])([F:4])[c:5]1[n:8][s:7][c:6]([H:9])[c:14]1[C:13]([F:10])([F:11])[H:12].[H:15],15.8
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n+:6]([H:18])[c:33]([H:34])[c:7]([H:19])[o:8]1)([H:9])([H:10])[H:11].[C:20]([H:23])([H:24])([H:25])[C:32]([C:21]([H:26])([H:27])[H:28])[C:22]([H:29])([H:30])[H:31]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n+:6]([H:18])[c:33]([C:32]([C:20]([H:23])([H:24])[H:25])([C:21]([H:26])([H:27])[H:28])[C:22]([H:29])([H:30])[H:31])[c:7]([H:19])[o:8]1)([H:9])([H:10])[H:11].[H:34],15.8
[C:15]([H:19])([H:20])([H:21])[C:25]([C:16]([H:22])([H:23])[H:24])[C:17]#[N:18].[C:1]([O:2][c:3]1[c:7]([H:14])[n+:6]([H:13])[c:5]([H:12])[c:4]([H:11])[c:26]1[H:27])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:7]([H:14])[n+:6]([H:13])[c:5]([H:12])[c:4]([H:11])[c:26]1[C:25]([C:15]([H:19])([H:20])[H:21])([C:16]([H:22])([H:23])[H:24])[C:17]#[N:18])([H:8])([H:9])[H:10].[H:27],19.7
[C:14]([H:17])([H:18])([H:19])[C:26]([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25].[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:10])[c:7]([H:11])[c:8]([H:12])[n+:9]([H:13])[c:27]1[H:28]>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:10])[c:7]([H:11])[c:8]([H:12])[n+:9]([H:13])[c:27]1[C:26]([C:14]([H:17])([H:18])[H:19])([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25].[H:28],9.6
[C:14]([H:17])([H:18])([H:19])[C:26]([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25].[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:27]([H:28])[n+:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:27]([C:26]([C:14]([H:17])([H:18])[H:19])([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25])[n+:7]1[H:13])([H:8])([H:9])[H:10].[H:28],20.8
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[o:7][c:23]([H:24])[n:8]1)([H:9])([H:10])[H:11].[H:19][C:22]([H:20])[H:21]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[o:7][c:23]([C:22]([H:19])([H:20])[H:21])[n:8]1)([H:9])([H:10])[H:11].[H:24],12.4
[C:12]([H:15])([H:16])([H:17])[C:18]([H:13])[H:14].[C:1]([O:2][c:3]1[c:6]([H:11])[n:5]([H:10])[n:4][c:19]1[H:20])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:6]([H:11])[n:5]([H:10])[n:4][c:19]1[C:18]([C:12]([H:15])([H:16])[H:17])([H:13])[H:14])([H:7])([H:8])[H:9].[H:20],20.6
[C:15]([H:18])([H:19])([H:20])[C:21]([H:16])[H:17].[C:1]([O:2][c:3]1[c:4]([H:11])[c:22]([H:23])[c:5]([H:12])[c:6]([H:13])[n+:7]1[H:14])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:4]([H:11])[c:22]([C:21]([C:15]([H:18])([H:19])[H:20])([H:16])[H:17])[c:5]([H:12])[c:6]([H:13])[n+:7]1[H:14])([H:8])([H:9])[H:10].[H:23],12.9
[C:10]([H:12])([H:13])([H:14])[C:19]([C:11]([H:16])([H:17])[H:18])[H:15].[F:1][C:2]([F:3])([F:4])[c:5]1[s:8][c:7]([H:9])[n:6][c:20]1[H:21]>>[F:1][C:2]([F:3])([F:4])[c:5]1[s:8][c:7]([H:9])[n:6][c:20]1[C:19]([C:10]([H:12])([H:13])[H:14])([C:11]([H:16])([H:17])[H:18])[H:15].[H:21],17.2
